education gender vote
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
12 Male disagree
13 Male agree
13 Male agree
13 Male agree
13 Male agree
13 Male agree
13 Male agree
13 Male agree
13 Male agree
13 Male agree
13 Male agree
13 Male agree
13 Male agree
13 Male agree
13 Male agree
13 Male agree
13 Male agree
13 Male agree
13 Male agree
13 Male agree
13 Male agree
13 Male agree
13 Male agree
13 Male agree
13 Male agree
13 Male agree
13 Male agree
13 Male agree
13 Male agree
13 Male agree
13 Male agree
13 Male agree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
13 Male disagree
14 Male agree
14 Male agree
14 Male agree
14 Male agree
14 Male agree
14 Male agree
14 Male agree
14 Male agree
14 Male agree
14 Male agree
14 Male agree
14 Male agree
14 Male agree
14 Male agree
14 Male agree
14 Male agree
14 Male agree
14 Male agree
14 Male agree
14 Male agree
14 Male agree
14 Male agree
14 Male agree
14 Male agree
14 Male agree
14 Male agree
14 Male agree
14 Male agree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
14 Male disagree
15 Male agree
15 Male agree
15 Male agree
15 Male agree
15 Male agree
15 Male agree
15 Male agree
15 Male agree
15 Male agree
15 Male disagree
15 Male disagree
15 Male disagree
15 Male disagree
15 Male disagree
15 Male disagree
15 Male disagree
15 Male disagree
15 Male disagree
15 Male disagree
15 Male disagree
15 Male disagree
15 Male disagree
15 Male disagree
15 Male disagree
15 Male disagree
15 Male disagree
15 Male disagree
15 Male disagree
15 Male disagree
15 Male disagree
15 Male disagree
15 Male disagree
16 Male agree
16 Male agree
16 Male agree
16 Male agree
16 Male agree
16 Male agree
16 Male agree
16 Male agree
16 Male agree
16 Male agree
16 Male agree
16 Male agree
16 Male agree
16 Male agree
16 Male agree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
16 Male disagree
17 Male agree
17 Male agree
17 Male agree
17 Male disagree
17 Male disagree
17 Male disagree
17 Male disagree
17 Male disagree
17 Male disagree
17 Male disagree
17 Male disagree
17 Male disagree
17 Male disagree
17 Male disagree
17 Male disagree
17 Male disagree
17 Male disagree
17 Male disagree
17 Male disagree
17 Male disagree
17 Male disagree
17 Male disagree
17 Male disagree
17 Male disagree
17 Male disagree
17 Male disagree
17 Male disagree
17 Male disagree
17 Male disagree
17 Male disagree
17 Male disagree
17 Male disagree
18 Male agree
18 Male disagree
18 Male disagree
18 Male disagree
18 Male disagree
18 Male disagree
18 Male disagree
18 Male disagree
18 Male disagree
18 Male disagree
18 Male disagree
18 Male disagree
18 Male disagree
18 Male disagree
18 Male disagree
18 Male disagree
18 Male disagree
18 Male disagree
18 Male disagree
18 Male disagree
18 Male disagree
18 Male disagree
18 Male disagree
18 Male disagree
18 Male disagree
18 Male disagree
18 Male disagree
18 Male disagree
18 Male disagree
19 Male agree
19 Male agree
19 Male disagree
19 Male disagree
19 Male disagree
19 Male disagree
19 Male disagree
19 Male disagree
19 Male disagree
19 Male disagree
19 Male disagree
19 Male disagree
19 Male disagree
19 Male disagree
19 Male disagree
20 Male agree
20 Male agree
20 Male agree
20 Male disagree
20 Male disagree
20 Male disagree
20 Male disagree
20 Male disagree
20 Male disagree
20 Male disagree
20 Male disagree
20 Male disagree
20 Male disagree
20 Male disagree
20 Male disagree
20 Male disagree
20 Male disagree
20 Male disagree
20 Male disagree
20 Male disagree
20 Male disagree
20 Male disagree
20 Male disagree
0 Female agree
0 Female agree
0 Female agree
0 Female agree
0 Female disagree
0 Female disagree
1 Female agree
3 Female agree
3 Female agree
3 Female agree
3 Female agree
3 Female agree
3 Female agree
3 Female disagree
4 Female agree
4 Female agree
4 Female agree
4 Female agree
4 Female agree
4 Female agree
4 Female agree
4 Female agree
4 Female agree
4 Female agree
5 Female agree
5 Female agree
5 Female agree
5 Female agree
5 Female agree
5 Female agree
5 Female agree
5 Female agree
5 Female agree
5 Female agree
5 Female agree
5 Female agree
5 Female agree
5 Female agree
5 Female disagree
5 Female disagree
5 Female disagree
5 Female disagree
5 Female disagree
5 Female disagree
5 Female disagree
6 Female agree
6 Female agree
6 Female agree
6 Female agree
6 Female agree
6 Female agree
6 Female agree
6 Female agree
6 Female agree
6 Female agree
6 Female agree
6 Female agree
6 Female agree
6 Female agree
6 Female agree
6 Female agree
6 Female agree
6 Female disagree
6 Female disagree
6 Female disagree
6 Female disagree
6 Female disagree
7 Female agree
7 Female agree
7 Female agree
7 Female agree
7 Female agree
7 Female agree
7 Female agree
7 Female agree
7 Female agree
7 Female agree
7 Female agree
7 Female agree
7 Female agree
7 Female agree
7 Female agree
7 Female agree
7 Female agree
7 Female agree
7 Female agree
7 Female agree
7 Female agree
7 Female agree
7 Female agree
7 Female agree
7 Female agree
7 Female agree
7 Female disagree
7 Female disagree
7 Female disagree
7 Female disagree
7 Female disagree
7 Female disagree
7 Female disagree
7 Female disagree
7 Female disagree
7 Female disagree
7 Female disagree
7 Female disagree
7 Female disagree
7 Female disagree
7 Female disagree
7 Female disagree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female agree
8 Female disagree
8 Female disagree
8 Female disagree
8 Female disagree
8 Female disagree
8 Female disagree
8 Female disagree
8 Female disagree
8 Female disagree
8 Female disagree
8 Female disagree
8 Female disagree
8 Female disagree
8 Female disagree
8 Female disagree
8 Female disagree
8 Female disagree
8 Female disagree
8 Female disagree
8 Female disagree
8 Female disagree
8 Female disagree
8 Female disagree
8 Female disagree
8 Female disagree
8 Female disagree
8 Female disagree
8 Female disagree
8 Female disagree
8 Female disagree
8 Female disagree
8 Female disagree
8 Female disagree
8 Female disagree
8 Female disagree
8 Female disagree
9 Female agree
9 Female agree
9 Female agree
9 Female agree
9 Female agree
9 Female agree
9 Female agree
9 Female agree
9 Female agree
9 Female agree
9 Female agree
9 Female agree
9 Female agree
9 Female agree
9 Female agree
9 Female agree
9 Female agree
9 Female agree
9 Female agree
9 Female agree
9 Female agree
9 Female agree
9 Female agree
9 Female agree
9 Female agree
9 Female agree
9 Female agree
9 Female agree
9 Female agree
9 Female agree
9 Female disagree
9 Female disagree
9 Female disagree
9 Female disagree
9 Female disagree
9 Female disagree
9 Female disagree
9 Female disagree
9 Female disagree
9 Female disagree
9 Female disagree
9 Female disagree
9 Female disagree
9 Female disagree
9 Female disagree
9 Female disagree
9 Female disagree
9 Female disagree
9 Female disagree
9 Female disagree
9 Female disagree
9 Female disagree
9 Female disagree
9 Female disagree
9 Female disagree
9 Female disagree
9 Female disagree
9 Female disagree
9 Female disagree
9 Female disagree
9 Female disagree
9 Female disagree
9 Female disagree
9 Female disagree
9 Female disagree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female agree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
10 Female disagree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female agree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
11 Female disagree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
